id,Kichwa,Spanish,Etiqueta
567,iwila,shampoo natural (planta),neutro
568,inina,creer,neutro
569,iniy,creencia (creer),neutro
570,inu uchilla suyukuna,puntos colaterales,neutro
571,inuku,atomo,neutro
572,inuwa,molecula,neutro
573,kachachik,imperativo,neutro
574,kachachik yuyay,oracion imperativa,neutro
575,kachamuna,mandar, enviar,neutro
576,kacharishka,libre,neutro
577,kachi,sal,neutro
578,kachipurawa,borraja,neutro
579,kahaskancha,cordillera,neutro
580,kahasmuku,nudos (de cordillera),neutro
581,kakatsu,lagana,neutro
582,kakchiy,definicion,neutro
583,kakrikuchina,describir,neutro
584,kakrikuchina (w),describir,neutro
585,kaksaskancha,cordillera,neutro
586,kaksaskuna,accidentes geograficos,neutro
587,kaksasmuku,nudos (de cordillera),neutro
588,kaksasuyu pampa,area andina,neutro
589,kaktarikuchik,fisico (estructura),neutro
590,kakunamaki,desafio,neutro
591,kakwillay,certificado,neutro
592,illu,certificado,neutro
593,kalak,debil,neutro
594,kalak,debil,neutro
595,kallampa,hongo,neutro
596,kallanpa,hongo,neutro
597,kallari yachay,primer nivel de educacion basica,neutro
598,kallari yuyay,introduccion,neutro
599,kallarillaktayku,primeros pobladores,neutro
600,kallarinancha,dominio,neutro
601,kallariy,presentacion, inicio,neutro
602,kallariy yachay,educacion basica,neutro
603,kallariyuyay,presentacion,neutro
604,kallpa,vigor,neutro
605,kallpana,correr,neutro
606,kallpanakuy,atletismo,neutro
607,kallpay,correr,neutro
608,kalluwatariy,trabalengua,neutro
609,kamachashka,protegido,bueno
610,kamachay,proteger,bueno
611,kamachik,legislador (consejero),neutro
612,kamachik atiy,poder legislativo,neutro
613,kamachik wasi,corte superior de justicia,neutro
614,kamachikamay,administracion,neutro
615,kamachikkuna,leyes,neutro
616,kamachina,consejo (exhoracion),neutro
617,kamachipuk,legislativo,neutro
618,kamachipuk tay,poder legislativo,neutro
619,kamachipuy,legislar,neutro
620,kamachiy,aconsejar,neutro
621,kamakay,higiene,neutro
622,kamana,cuidar/ abundancia,neutro
623,kamanayay,precaucion,neutro
624,kamari,regalo,neutro
625,challay,ofrenda,neutro
626,kamay,cuidar/proteccion,neutro
627,kamay paktachi atiy,poder judicial,neutro
628,kamayku,evaluacion,neutro
629,kamaykuchiy,verificacion,neutro
630,kamaykuna,evaluar,neutro
631,kamaykurina,auto evaluar,neutro
632,kamaykurina(w),auto evaluar,neutro
633,kamaykuriy,auto-evaluacion,neutro
634,kamaykuy,evaluacion,neutro
635,kamaypakta,mandato,neutro
636,kamayuk,cuidador facultades de autoridad,neutro
637,kamayuk wasi,ministerio,neutro
638,kamikuy,agravio,neutro
639,kamu,libro,neutro
640,kamukuska,biblioteca,neutro
641,kamuti,camote,neutro
642,kamuyachik,imprenta,neutro
643,kan,tu,neutro
644,kana,ser / estar,neutro
645,kancha,afuera,neutro
646,kancha shuti,sustantivo colectivo,neutro
647,kanchachani milka,cuadro estadistico,neutro
648,kanchachani shuyu,grafico estadistico,neutro
649,kanchachanikamay,estadistica,neutro
650,kanchaman,hacia fuera,neutro
651,kanchayashka,convexo,neutro
652,kanchis,siete,neutro
653,kanchis chunka,setenta,neutro
654,kanchis patsak,setecientos,neutro
655,kankuna / kikinkuna,ustedes / vosotros,neutro
656,kanllayay,externo,neutro
657,kapak,diciembre,neutro
658,kapak apuk,gobierno,neutro
659,kapak killa,diciembre,neutro
660,kapak llakta,reino,neutro
661,kapak saylla,meridiano,neutro
662,kapak shuyu,mapa politico,neutro
663,kapakchi tantanakuy,organizacion politica,neutro
664,kapakchunkana,ajedrez,neutro
665,kapakkamay,politica,neutro
666,kapakllakta,imperio,neutro
667,kapakmarka,imperio (reinado),neutro
668,kapaktukukamay,politica,neutro
669,kapasaylla,meridiano,neutro
670,poncho, alargado y entero (kitukara),neutro
671,kapisayu (kitukara), alargado y entero,neutro
672,kapuk,producto,neutro
673,kapulli,capuli,neutro
674,kara,piel,neutro
675,karana,dar regalo,,neutro
676,karaskruyuwa,crustaceos,neutro
677,kari,hombre,neutro
678,kari atallpa,gallo,neutro
679,karilla,gallardo,neutro
680,karipurakuyay,homosexualidad,neutro
681,kariwarmikanakamay,sexualidad,neutro
682,karkanka,esqueleto,neutro
683,karkay,vertebrado,neutro
684,karu,neutro,neutro
685,karuwillay,telegrama,neutro
686,karuyari,telefono,neutro
687,karuyarik wasilli,cabina telefonica,neutro
688,karwa,llovizna,neutro
689,karway killa,agosto,neutro
690,kasha,espina,neutro
691,kashakarayukwa,equidermos,neutro
692,kasi,tranquilo (quieto),neutro
693,kasik,paz,neutro
694,kasilla,tranquilidad,neutro
695,kasku,pecho,neutro
696,kasku tullu,esternon,neutro
697,kaspana,chamuscar,neutro
698,kaspi,palo, madera,neutro
699,kaspimakana,espada,neutro
700,killpana,cubrir,neutro
701,katariy,levantamiento,neutro
702,kati paktachik,complemento indirecto,neutro
703,katichay,prosa,neutro
704,katichina,imitar,neutro
705,katik inu,punto seguido,neutro
706,katik inu(w),punto seguido,neutro
707,katik paktachik kp,complemento indirecto,neutro
708,katikmanyaypurachi,coseno,neutro
709,katikmanyaypuramuchi,secante,neutro
710,katikmanyaypuramunchi,secante,neutro
711,katikmanyaypuranchi,coseno,neutro
712,katiknina,narrar,neutro
713,purikunkuy,epidemia,neutro
714,katina,seguir,neutro
715,katinalla,modelo,neutro
716,katinti yupaykuna,series numericas,neutro
717,katisuyu rikuchik inu,puntos colaterales,neutro
718,katsu,escarabajo,neutro
719,katuranti,negocio,neutro
720,katuy,vender,neutro
721,katuyranti,feria,neutro
722,katuyrantin chani,el valor del intercambio,neutro
723,katuyrantin chani,el valor del intercambio,neutro
724,kawalli,lente (gafas),neutro
725,kawana,cantar,neutro
726,kaway,observacion,neutro
727,kawchuna,torcer,neutro
728,kawi,rombo,neutro
729,kawikuk,romboide,neutro
730,kawilli,camilla,neutro
731,kawitu-tiyarina,mueble,neutro
732,kawpuna,torcer,neutro
733,kawsa marka runa,nacionalidades,neutro
734,kawsakkuna,seres,neutro
735,kawsana,vivir,neutro
736,kawsay,cultura (vida),neutro
737,kawsay killka,biografia,neutro
738,kawsay killkamachiy,registro civil,neutro
739,kawsay mallki,herencia genetica,neutro
740,kawsaykuk,celula,neutro
741,kawsaykuktantalli,tejido,neutro
742,kawsaymarka,nacionalidad,neutro
743,kawsaypacha,medio ambiente,neutro
744,kawsaypura,interculturalidad,neutro
745,kawsayrikcha,novela,neutro
746,kawsayrikcha (w),novela,neutro
747,kawsayshuktakayariy,aculturacion,neutro
748,kawsayta chikipi churashpa,poniendose en peligro,neutro
749,kawsayuk,celula,neutro
750,kay,aqui,neutro
751,kaya,manana,neutro
752,kayachina,convocar,neutro
753,kayana,invitar/ llamar,neutro
754,kayna,ayer,neutro
755,kaytarikuchi,estados fìsicos,neutro
756,kaytu,nervio,neutro
757,khallu,lengua,neutro
758,khari,masculino,neutro
759,khiwa,hierva,neutro
760,khura,maiz germinado,neutro
761,khuyana,amar,bueno
762,khuzu,larva de escarabajo,neutro
763,kichankuy,colera,neutro
764,kichkikuchu,angulo agudo,neutro
765,kichkikuchu kimsamanyachi,triangulo acutangulo,neutro
766,kichkikuchu kimsamanyaychi,triangulo acutangulo,neutro
767,kichuy,arrebatar,neutro
768,kichwa llika,alfabeto kichwa,neutro
769,kikin,usted,neutro
770,kikin shuti,nombre propio,neutro
771,kikinkuyari,autoestima,neutro
772,kikinllatak,consigo mismo,neutro
773,kikinmanta,atentamente,neutro
774,kikinmutsuri,autoconsumo,neutro
775,kikinrimay,idiolecto,neutro
776,kikinruray,costumbres,neutro
777,kikinyari,identidad,neutro
778,kikinyarina,identificar – apropiar,neutro
779,kiliki,quilico,neutro
780,kilkawana,redactar,neutro
781,killa,luna,neutro
782,killa,mes,neutro
783,killanturi,eclipse lunar,neutro
784,killanturiy,eclipse lunar,neutro
785,killapa nikirakiri,fases de la luna,neutro
786,killimsa rumi,carbon de piedra,neutro
787,killka kamachik,regla ortografica,neutro
788,killka katina,leer,neutro
789,killkakatiyuk,escritor,neutro
790,killkana,escribir,neutro
791,killkanancha,termino algebraico,neutro
792,killkananchakamay,algebra,neutro
793,killkananchapurachina,reduccion de terminos semejantes,neutro
794,killkananchaychi,expresion algebraica,neutro
795,killkapa unancha,signo de puntuacio,neutro
796,killkapa unancha (w),signo de puntuacion,neutro
797,killkawana,redactar,neutro
798,killkaya,carta,neutro
799,killkayachay,tema - teoria,neutro
800,killkayrimay,obra literaria,neutro
801,killpa,capa,neutro
802,killpak kushma,saco,neutro
803,killu,amarillo,neutro
804,killu sara,maiz amarillo,neutro
805,kimi killka,coeficiente o parte literal,neutro
806,kimi yupay,coeficiente numerico,neutro
807,kimina,acercar,neutro
808,kiminancha,coeficiente,neutro
809,kimirik,contigüos,neutro
810,kimirik kuchukuna,angulos contiguos o adiacentes,neutro
811,kimirishka yuyay,oracion subordinada,neutro
812,kimiriy,acercarse,neutro
813,kimpu / kashtuna,mandibula (quijada),neutro
814,kimraymaya,hipotenusa,neutro
815,kimsa,tres,neutro
816,kimsa chunka,treinta,neutro
817,kimsa kilkanancha kutinchiy,factorizacion de trinomios,neutro
818,kimsa patsak,trecientos,neutro
819,kimsachishka kullka,prisma triangular,neutro
820,kimsachishkapa tawa,trinomio cuadrado perfecto,neutro
821,kimsakamachik,regla de tres,neutro
822,kimsakamachimuk,regla de tres inversa,neutro
823,kimsakamachiyak,regla de tres simple,neutro
824,kimsakilkanancha kutinchiy,factorizacion de trinomios
825,kimsamanyachi,triangulo,neutro
826,kimsamanyachikamay,trigonometria,neutro
827,kimsamanyapurachi,relaciones trigonometricas,neutro
828,kimsaniki kallariy yachay,tercer nivel de ed. basica,neutro
829,kimsaniki kallariyachay,tercer nivel,neutro
830,kimsapaktamanyachi,triangulo equilatero,neutro
831,kincha,corral,neutro
832,kinchak,corchetes,neutro
833,kinku,curva,neutro
834,kinkuk,parentesis,neutro
835,kinraymanya,hipotenusa,neutro
836,kinrayshuyu,funcion,neutro
837,kinti,picaflor,neutro
838,kinuwa,quinoa,neutro
839,kipapakchiruray,proyecto,neutro
840,kipapakchiruray yachay,proyecto de aula,neutro
841,kipilli,paquete,neutro
842,kiri,llaga,neutro
843,kirkinchu / kachikampu,armadillo,neutro
844,kiru,arbol,neutro
845,kishparik,independencia,neutro
846,kishpichina,perdonar,neutro
847,kishpiripacha,liberalismo,neutro
848,kishuar,quishuar,neutro
849,kita,brioso,neutro
850,kiti,canton,neutro
851,kiti apuk,jefe politico,neutro
852,kiti kamaklli,concejal,neutro
853,kiti kapachik apuk,comisario nacional,neutro
854,kitikapak,capital provincial,neutro
855,kitilli,parroquia,neutro
856,kitilli apuk,teniente politico,neutro
857,kucha,lago,neutro
858,kuchaku,laguna,neutro
859,kuchawpi,bicectriz,neutro
860,kuchi,cerdo,neutro
861,kuchulla,cerca,neutro
862,kuchupatay,grado angular,neutro
863,pukchi,libra,neutro
864,kukulli,paloma,neutro
865,kulla,enero,neutro
866,kulla killa,enero,neutro
867,kullasuyu,region sur,neutro
868,kullka,prisma,neutro
869,kullka puncha,jueves,neutro
870,kullkikamak wankuri,asociacion bancaria,neutro
871,kullkikamak wankuriy,asociacion bancaria,neutro
872,kullkikamak wasi,banco corporacion (financiera),neutro
873,kullkikamay,economia,neutro
874,kullkikamay kamu,libro contable,neutro
875,kullkikamay shinayachi,conmutabilidad bancaria,neutro
876,kullkikamaychik,sistema contable,neutro
877,kullkikikinchik,poliza,neutro
878,kullkilli,billetes de denominacion baja,neutro
879,kullkimantawankuri,organizacion economica,neutro
880,kullkimashnayachik,presupuesto,neutro
881,kullkiminkay kamu,libro banco,neutro
882,kullkipatsakri,impuesto,neutro
883,kullkirayku hatun tantanakuy,grandes bloques economico,neutro
884,kullkirayku llankay,actividad economica,neutro
885,kullkiyuk,capitalista,neutro
886,kullku,tronco,neutro
887,kulta,pato,neutro
888,kumuriy,inclinarse,neutro
889,kuna,dar,neutro
890,kunakuy,ofrecer,neutro
891,kunakyuyayku,refran,neutro
892,kunan,presente,neutro
893,kunan pacha,tiempo presente,neutro
894,kunan yallishka,participio,neutro
895,kunana,consejo,neutro
896,kunanyallishka,participio,neutro
897,kunka,garganta, cuello,neutro
898,kunka tullu,nuca,neutro
899,kunkaklla,olvidadiso,neutro
900,kunkallina,bufanda,neutro
901,kunkariy,olvidarse,neutro
902,kunkashka,olvidado,neutro
903,kunkay,olvidar,neutro
904,kunkaycha,descuido,neutro
905,kunkaychashka,descuidado (negligente),neutro
906,kunkaychay,descuidar,neutro
907,kunkaychiy,omitir,neutro
908,kunkaylla,tranquilo en reposo ,neutro
909,kunkuri,rodilla,neutro
910,kunkuriy,arrodillarse,neutro
911,kuntisuyu,occidente,neutro
912,kuntur,condor,neutro
913,kunuk,caliente,neutro
914,kunuk allpa,costa,neutro
915,kunuk yaku,agua termal,neutro
916,killuchakay,carbohidrato,neutro
917,kupa,rastrojo,neutro
918,nuku,basura,neutro
919,kurikinka,curiquingue,neutro
920,kurpa,masa (amasado),neutro
921,kurpa (chanpa),terron,neutro
922,putuk,enano,neutro
923,kurpanutuchi,desterronamiento,neutro
924,kuru,gusano,neutro
925,kurun anta,motocicleta,neutro
926,kururuna,ovillar,neutro
927,kuruta,testiculo,neutro
928,kusa,esposo, marido,neutro
929,kusana,asar,neutro
930,kushi,alegre,bueno
931,kushikuy,emocion,bueno
932,kushillu,mono,neutro
933,kushipatak,sacerdote,bueno
934,kushiyay,alegria,neutro
935,kushkapaktay,puntualidad,bueno
936,kushma,camisa,neutro
937,kushpana,saltar,neutro
"938,"kushpana, pawana",saltar,neutro
"939,kuska,"parte, sitio, lugar, direccion",neutro
940,kuska imallichik,adverbio del lugar,neutro
941,kuskallpayku,subterraneo,neutro
942,kuskayupay chani,valor relativo,neutro
"943,kuski,"septiembre, frondoso, abundancia",neutro
944,kuski killa,septiembre,neutro
"945,"kuskina, hamutayana",analizar,neutro
946,kuskunku,buho,neutro
947,kutachik,molinero,neutro
948,kutana,molino,neutro
949,kuticharina,rescatar,bueno
950,kutichina,responder,neutro
951,kutichiy,responder,neutro
952,kutin,vez,neutro
953,kutinchi,multiplo,neutro
954,kutinchichiy,factorizacion,neutro
955,kutinchik millka,tabla de frecuencias,neutro
956,kutinchiklla,frecuencia absoluta,neutro
957,kutinchina,repetir,neutro
958,kutinchina(w),repetir,neutro
959,kutinchishka yupaykuna,numeros multiplos,neutro
960,kutinchiy,multiplicacion,neutro
961,kutinkutinchik,exponente,neutro
962,kutinkutinchiy,potenciacion,neutro
963,kutinkutinmuchiy,radicacion,neutro
964,kutinkutirik,base de potencia,neutro
965,kutinriksina,reconocer,neutro
966,kutirichiy,convertirse,neutro
967,kutirik,factor comun,neutro
968,kutirik taripay,busqueda del factor comun,neutro
969,kutsana,rasgar,neutro
970,kutsi,ligero,neutro
971,kutsiy,agilidad,neutro
972,kuwartilla - ukapa,cuartilla,neutro
973,kuy,cuy / conejillo de indias,neutro
974,kuya,"reina, emperatriz, soberana del incario,señora, dama",neutro
975,kuyak,acariciador,neutro
976,"kuyana,amar",bueno
977,kuyashka,amante,malo
978,kuyaylla,"hermosa, linda",bueno
979,kuyka,lombriz,neutro
980,kuykakamay,lombricultura,bueno
981,kuyllur,asterisco,neutro
982,kuytsa,"joven, adolescente,mujer",neutro
983,kuyurihillanta,maquina,neutro
984,kuyuy,mover,neutro
985,lachuri,hijastro,neutro
986,hayak allpa,laderas,neutro
987,lamama,madrastra,neutro
988,lancha,tizan,neutro
989,lapani,hermanastra,neutro
990,laushi,hijastra,neutro
991,lawawki,hermanastro,neutro
992,layaya / latayta,padrastro,neutro
993,llachak,vegetal,neutro
994,llachakamay,flora,neutro
995,llachapashka,remendado,neutro
996,llachapay,remendar,neutro
997,llachapayuk,remendon,neutro
998,llaki,triste,malo
999,llaki,tristeza,malo
1000,llakichik,perjuicios,neutro
1001,llakichik wallpariykuna,formas de explotacion,malo
1002,llakichipacha,la colonia,neutro
1003,llakichiy,explotacion,malo
1004,llakilla,triste,malo
1005,llakitukuy,desastre,malo
1006,llakta,pueblo,neutro
1007,llakta ushay,democracia,neutro
1008,llaktakay,pueblos,neutro
1009,llaktamanta llukshiri,migracion,malo
1010,llaktapak ushay,democracia,neutro
1011,llaktari allpa,territorio,neutro
1012,llaktarimay,dialecto,neutro
1013,llaktay,pueblo,neutro
1014,llaktayku,poblacion,neutro
1015,llaktushay,democracia,neutro
1016,llakushi,sentimiento,neutro
1017,llama,"llama, oveja",neutro
1018,llamkaypaktachi,funcion rol,neutro
1019,llamkaywillay,informe,neutro
1020,llamkayñan,planificacion,neutro
1021,llampu,liso,neutro
1022,llankahillay,equipos,neutro
1023,llankamana,inutil,malo
1024,llankanauku,oficina,neutro
1025,llankanaukuk,oficinista,neutro
1026,llankayñan,planificacion,bueno
1027,"llano, campo",pampa,neutro
1028,llantu,sombra,neutro
1029,llanturiy,eclipse,bueno
1030,llapiriy,presion,neutro
1031,llashachik,balanza,neutro
1032,llashak,masa y peso,neutro
1033,llashak tupu,medida de masa,neutro
1034,llatanay,"descubrirse, sacarse la ropa",neutro
1035,llawsayachik,endocrino,neutro
1036,llawsayari,viscosidad,neutro
1037,llawtu,"corona, diadema",neutro
1038,llichayuk,dichoso,neutro
1039,llika,sistema,neutro
1040,llika yachay wasikuna,redes educativas,bueno
1041,"llika, wallpa",estructura,neutro
1042,lliwitupu,radianes,neutro
1043,lluki,izquierdo,neutro
1044,lluki maki,mano izquierda,neutro
1045,llullana,mentir,malo
1046,llullu,tierno,bueno
1047,llumpak,limpio,bueno
1048,llumpakay,virginidad,neutro
1049,llumpakshunku,castidad,neutro
1050,llushpichiy,despegar,neutro
1051,llutachina,pegar,neutro
1052,llutariy,magnetismo,neutro
1053,loma,tula,neutro
1054,lulun,huevo,neutro
1055,lumu,yuca,neutro
1056,lutsay,"proporcion, proporcionalidad",neutro
1057,lutsaychishpa raki,reparto proporcional,neutro
1058,lutsaykumuk,proporcion armonica o inversa,neutro
1059,lutsaykutinchik,frecuencia relativa,neutro
1060,lutsaykuyak,proporcionalidad inversa,neutro
1061,lutsaysapayak,proporcionalidad directa,neutro
1062,machana,emborrachar,malo
1063,machu,tuerto,malo
1064,makana,pegar,malo
1065,makanakuy,guerra,malo
1066,makanakuy runakuna,guerreros,neutro
1067,makay,"golpe, pegar, agravio",malo
1068,maki,mano,neutro
1069,maki hawa,palma de la mano,neutro
1070,maki ruka,u�a del dedo de la mano,neutro
1071,maki washa,dorso de la mano,neutro
1072,maki-watana,"manilla, pulsera",neutro
1073,makillina,guante,neutro
1074,makimañachi,colaboracion mutua,neutro
1075,makimañachiy,prestacion de mano para el trabajo,neutro
1076,makimañashpa,una mano de ayuda,neutro
1077,makimañay,pedir la mano para casarse,neutro
1078,makipakchiruray,artesania,neutro
1079,makirumpay,voleibol,neutro
1080,makirurashka,manualidad,bueno
1081,makiruray,artesania,neutro
1082,makiruraykamay,artesania,neutro
1083,makiyasiy,voleibol,neutro
1084,maklluy,peligro,malo
1085,maklluy (gt),peligro,malo
1086,mallina,"probar, saborear",neutro
1087,mama,"madre, mama",neutro
1088,mama chanka,muslo,neutro
1089,mama chumpi,faja-madre,neutro
1090,mama kullki kamachi,regla de interes,neutro
1091,mamakamachik,constitucion,neutro
1092,mamakucha,oceano,bueno
1093,mamakullki,capital,neutro
1094,mamallakta,pais,neutro
1095,mamallakta kallaripa tantanakuy,asamblea constituyente,neutro
1096,mamallakta kawsay kallari,vida republicana,neutro
1097,mamallakta michari,defensa nacional,neutro
1098,mamallakta pura kapak kamay,politica exterior,neutro
1099,mamallaktachiy,estado,neutro
1100,mamallaktapa apukwasi,palacio de gobierno,neutro
1101,mamallaktapa haylli,himno nacional,bueno
1102,mamallaktapa kapak,nacionalista,bueno
1103,mamallaktapak tantanakuy,estado,neutro
1104,mamallaktapura kullkikulka,fondo monetario internacional ,neutro
1105,mamayakunta mintalay,comercio maritimo,neutro
1106,mana alli,"mal, malo,neutro
1107,mana rikshka antakuna,los ovnis,neutro
1108,mana riksishka,extra�o,neutro
1109,mana tukurik,infinito,neutro
1110,manahaykapash,nunca jamas,neutro
1111,manapakiyak yupay,numero irracional,neutro
1112,manapipash,"nadie, ninguno",neutro
1113,manarak turuwan makiruray pacha,periodo preceramico,neutro
1114,manashuwak,honrado,bueno
1115,manañakcharishka,despinado,neutro
1116,manchay,temer,neutro
1117,manllariy,asustarse,neutro
1118,manllay,"temer, tener miedo",neutro
1119,manuchaskiy,cobrar,neutro
1120,manya,"borde, lado",neutro
1121,manyaku,cateto,neutro
1122,manyakupurachi,tangente,neutro
1123,manyakupuramuchi,cotangente,neutro
1124,manyakupuramunchi,cotangente,neutro
1125,manyapikakkuna,extremos,neutro
1126,manyatupu,perimetro,neutro
1127,manña,"borde, orilla",neutro
1128,mapayashka,obseno,neutro
1129,mapayay,pornografia,malo
1130,marka kamachik,prefecto,bueno
1131,markakamachiklli,consejero provincial,neutro
1132,markapuk,gobernador,neutro
1133,masha,"yerno, cu�ado",neutro
1134,mashi,amigo,neutro
1135,mashipurari,relacion mutuo,neutro
1136,mashkaychani,incognita,neutro
1137,mashnayachi,conocimiento de cantidad o calculo,neutro
1138,mashnayachina,calcular,neutro
1139,mashnaykuna,cantidad,neutro
1140,"mashu, chimpilaku",murcielago,neutro
1141,mashuwa,mashua,neutro
1142,maskana,buscar,neutro
1143,maskaypacha,corona,neutro
1144,masma yachak,ingeniero,neutro
1145,masmana,construir,neutro
1146,masmay,armar,bueno
1147,mawkana,usar,neutro
1148,may kutinchikuna,productos notables,neutro
1149,may mutsuri,importantes,neutro
1150,may rakikuna,cocientes notables,neutro
1151,mayalli,indispensable,neutro
1152,"maychani, raymana",importancia,neutro
1153,mayhatun,macro,neutro
1154,maykanpash,cualquiera,neutro
1155,maykutinchikuna,productos notables,neutro
1156,maymachariy,alcoholismo,malo
1157,maymutsurik,importante,neutro
1158,"maymutsuriy, maychaniy",importancia,neutro
1159,maypakchiruray,arte,bueno
1160,mayrakikuna,cocientes notables,neutro
1161,mayu,rio,neutro
1162,mayuchilla,micro,neutro
1163,maywa,"morado, violeta",neutro
1164,maywana,enamorar,neutro
1165,"maywana, munayana",enamorar,neutro
1166,mañana,pedir,neutro
1167,mañay,solicitud,neutro
1168,mi si,gato,neutro
1169,michachikanyay,descomposicion de la energia,neutro
1170,michina,pastar,neutro
1171,"mika, mati",plato de madera,neutro
1172,miklla,treinta libras,neutro
1173,mikuna,comer,neutro
1174,"mikuy, mikuna",alimento,neutro
1175,milchina,manipular,neutro
1176,"milchina, llanwana",palpar,neutro
1177,milchinay,experimentar,neutro
1178,milka,"parrafo, cuadro",neutro
1179,milkachishka,cuadro sinoptico.,neutro
1180,milkachishka killka(w),cuadro sinoptico,neutro
1181,milkakinrayshuyu,histograma,neutro
1182,millanayay,feo,neutro
1183,millaymakay,galleta,neutro
1184,millkashuyu,grafico de barras,neutro
1185,milluku,melloco,neutro
1186,minchakama,despedida proxima ocasion,neutro
1187,minchayana,despedirse.,neutro
1188,minchayana (w),despedirse,neutro
1189,minkana,encargar,neutro
1190,minkarik,huesped,neutro
1191,mintala,comerciante,neutro
1192,mintalana,comercializar,neutro
1193,mintalanayay,comercializacion,neutro
1194,mintalay,comercio,neutro
1195,mintu,piramide,neutro
1196,mirachina,aumentar,neutro
1197,mirachina (w),reproducir,neutro
1198,mirana,"aumentar, producir",neutro
1199,mirka,mancha de la cara,neutro
1200,mishanakuy,competencia,neutro
1201,mishay,"ganar, competir",neutro
1202,mishki,dulce,neutro
1203,mishu,mestizo,neutro
1204,mishuma uchu,aji� menos picante,neutro
1205,mitsa,verruga,neutro
1206,mitsak,mezquino,malo
1207,mitsana,mezquinar,malo
1208,"miyuchina, mapayachina",contaminar,malo
1209,miyuwayra,anhidrido carbonico,malo
1210,miyuy,contaminacion,malo
1211,miyuy wanu,fertilizante quimico,malo
1212,miyuychi,contaminacion,malo
1213,urku ,"monta�a, cerro",neutro
1214,"monte, bosque, selva",sacha,neutro
1215,muchana,besar,neutro
1216,muchiku,sombrero,neutro
1217,muksi,oxido,neutro
1218,muku,nudo,neutro
1219,muku,articulacion,neutro
1220,munana,querer,neutro
1221,munanayay,deseo carnal,neutro
1222,munapayay,desear con locura,neutro
1223,munarishka,aficionado,neutro
1224,munay,deseo,neutro
1225,munay killka,escritura de expresion libre,bueno
1226,munay yachay,auto estudio,bueno
1227,munaymanta ruray,"hobby, pasa tiempo",neutro
1228,muntira,gorra,neutro
1229,murtiñu,morti�os,neutro
1230,muru unkuy,sarampion,neutro
1231,"muru, añawi",fruto,neutro
1232,muruchu,morocho,neutro
1233,murukuna,"productos agricolas, granos",neutro
1234,mushuk,nuevo,neutro
1235,mushukpacha,neolitico,neutro
1236,mushukyachinalla,renovable,neutro
1237,muskuna,so�ar,neutro
1238,musparina,desvariar,neutro
1239,musyana,preveer,neutro
1240,"musyana, kipakrikuna",prever,neutro
1241,musyay,"prevencion, temer, tener miedo",neutro
1242,mutilon,motilones,neutro
1243,mutsukmanta,necesariamente,neutro
1244,mutsuna,necesitar,neutro
1245,mutsuri killkanancha kutinchi,productos notables,neutro
1246,mutsurik,util,neutro
1247,mutsushka,"necesitado, menesteroso",neutro
1248,mutsuy,uso,neutro
1249,mutsuy,necesitar,neutro
1250,mutsuypa,utilidad,neutro
1251,muyu,semilla,neutro
1252,muyuna,rodear,neutro
1253,muyuntin,alrededor,neutro
1254,muyuntintupu,medida del calculo,neutro
1255,muyuriy,giro,neutro
1256,muyuy rimay,mesa redonda,neutro
1257,muyuy tupu,perimetro de la circunferencia,neutro
1258,muyuykuchu,angulo de giro,neutro
1259,muyuypacha,ciclo,neutro
1260,muyuyrimay,mesa redonda,neutro
1261,muyuyshuyu,grafico de pasteles,neutro
1262,muyuytupu,longitud de la circunferencia,neutro
1263,nanay,dolor,neutro
1264,nankay,equilibrio,neutro
1265,napaykuna,saludos,neutro
1266,niki,orden,neutro
1267,nikichik,"ordenador, computadora, pc",neutro
1268,nikichina,"ordenar, organizar",neutro
1269,nikirakiri,fase,neutro
1270,nikiyupay,numeros ordinales,neutro
1271,nikiyupaykuna,numeros ordinales,neutro
1272,nikyachay,teorema,neutro
1273,nimaykan,ninguna,neutro
1274,nina,"fuego,llama, candela",neutro
1275,nina kuru,luciernaga,neutro
1276,"ninayay, rupariy",combustion,neutro
1277,nipa,elemento,neutro
1278,nipakutichi,interseccion.,neutro
1279,nipapurachi,"correspondencia, relacion",neutro
1280,nipayay,componente,neutro
1281,nishani,autodeterminacion,neutro
1282,nuna,"espiritu, alma",neutro
1283,pacha,tiempo y espacio,neutro
1284,pacha imallichik,adverbio de tiempo,neutro
1285,pacha shuktayay,fenomeno natural,neutro
1286,pacha tupuk,reloj,neutro
1287,pachachik,reloj,neutro
1288,pachachik- sayllachik,reloj,neutro
1289,pachakutik pacha,renacimiento,neutro
1290,pachamama,mundo,neutro
1291,pachamamapi tiyak,recurso natural,bueno
1292,pachamamapi tiyakkuna,recursos naturales,neutro
1293,pachanyachiy,fomento,neutro
1294,pachapi tiyak chimpaykuna,teoria de la relatividad,neutro
1295,pacharikuy,cosmovision.,neutro
1296,pacharikuy(w),cosmovision,neutro
1297,pachatupu,medida de tiempo,neutro
1298,pachaykamay,fisica,neutro
1299,pakana,esconder,neutro
1300,pakarikuy,velar,neutro
1301,pakarina,amanecer,bueno
1302,pakashka,escondido,neutro
1303,pakay,huabo,neutro
1304,pakcha,cascada,neutro
1305,pakchi,tecnica,neutro
1306,pakchiruray,tecnologia,neutro
1307,pakchirurayachay,taller,neutro
1308,pakiriklla,fragil,neutro
1309,pakiy,"romper en pedazos, destrozar",neutro
1310,pakiyupay,numero racional,neutro
1311,pakpayu,aves,neutro
